epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,7096.92,0.19895,0.18362,0.7977,0.97896,0.97756,0.98907,0.96545,0.19155,0.17947,0.81078,0.000470145,0.000470145,0.000470145
134,7148.8,0.19633,0.1886,0.79484,0.9711,0.97916,0.98436,0.96084,0.18659,0.18443,0.80931,0.000467396,0.000467396,0.000467396
135,7200.72,0.20608,0.19244,0.80115,0.97863,0.97576,0.9869,0.9623,0.19466,0.18263,0.81031,0.000464647,0.000464647,0.000464647
136,7254.86,0.19639,0.18549,0.79484,0.97516,0.97352,0.98478,0.96185,0.18546,0.1852,0.80968,0.000461898,0.000461898,0.000461898
137,7308.8,0.1999,0.18735,0.79734,0.97921,0.97563,0.9857,0.96157,0.18516,0.17632,0.80856,0.00045915,0.00045915,0.00045915
138,7362.45,0.20366,0.1879,0.79859,0.97914,0.97347,0.98339,0.95834,0.18985,0.18679,0.80907,0.000456401,0.000456401,0.000456401
139,7416.5,0.1987,0.18197,0.79469,0.97237,0.98111,0.98313,0.95928,0.19006,0.1775,0.81011,0.000453652,0.000453652,0.000453652
140,7470.45,0.19774,0.18259,0.79635,0.97307,0.9748,0.9822,0.95326,0.19647,0.19328,0.81548,0.000450903,0.000450903,0.000450903
141,7524.34,0.19873,0.18032,0.79742,0.97519,0.97467,0.98035,0.95604,0.18676,0.18666,0.81018,0.000448154,0.000448154,0.000448154
142,7578.17,0.19739,0.18188,0.79521,0.96795,0.97749,0.98181,0.95622,0.18395,0.18516,0.80949,0.000445405,0.000445405,0.000445405
143,7632.28,0.19543,0.17751,0.79522,0.97311,0.9692,0.98173,0.95783,0.1824,0.19275,0.80913,0.000442656,0.000442656,0.000442656
144,7686.31,0.19515,0.17991,0.79356,0.97704,0.97718,0.98316,0.9595,0.1808,0.17927,0.81006,0.000439907,0.000439907,0.000439907
145,7739.88,0.19351,0.18125,0.79577,0.96684,0.97165,0.98014,0.95451,0.1845,0.19212,0.81124,0.000437158,0.000437158,0.000437158
146,7794.04,0.1977,0.18466,0.79698,0.9693,0.98193,0.98705,0.96245,0.18083,0.1784,0.80922,0.000434409,0.000434409,0.000434409
147,7847.9,0.19242,0.18329,0.79631,0.96938,0.9823,0.98744,0.96145,0.18871,0.17769,0.81071,0.000431661,0.000431661,0.000431661
148,7901.93,0.19275,0.18073,0.79429,0.97612,0.97295,0.9794,0.95332,0.18578,0.19328,0.81017,0.000428912,0.000428912,0.000428912
149,7955.54,0.19152,0.18202,0.79449,0.97474,0.97664,0.98401,0.95782,0.18736,0.18207,0.81248,0.000426163,0.000426163,0.000426163
150,8009.56,0.19319,0.1813,0.80131,0.97285,0.97242,0.98219,0.95798,0.1818,0.19003,0.8106,0.000423414,0.000423414,0.000423414
151,8063.96,0.19233,0.17955,0.79281,0.972,0.97682,0.98506,0.96041,0.18062,0.17595,0.81055,0.000420665,0.000420665,0.000420665
152,8118.01,0.18252,0.17299,0.79357,0.97813,0.97762,0.98792,0.96469,0.18181,0.17147,0.81163,0.000417916,0.000417916,0.000417916
153,8171.83,0.18625,0.17227,0.79338,0.96904,0.98275,0.98562,0.96269,0.18005,0.1759,0.81096,0.000415167,0.000415167,0.000415167
154,8226.06,0.19218,0.17521,0.8004,0.97122,0.97819,0.98533,0.96194,0.17991,0.17953,0.80996,0.000412418,0.000412418,0.000412418
155,8280.56,0.19019,0.17872,0.79854,0.97421,0.97685,0.98792,0.96385,0.18278,0.17747,0.81098,0.000409669,0.000409669,0.000409669
156,8335.51,0.19244,0.17793,0.79876,0.97935,0.97344,0.9852,0.95706,0.18413,0.17681,0.81141,0.00040692,0.00040692,0.00040692
157,8389.42,0.19044,0.17546,0.79845,0.97793,0.96977,0.9806,0.95613,0.18212,0.18747,0.8104,0.000404172,0.000404172,0.000404172
158,8443.15,0.18969,0.18251,0.79446,0.97039,0.97382,0.98278,0.95808,0.18306,0.18665,0.81213,0.000401423,0.000401423,0.000401423
159,8496.93,0.1893,0.17958,0.79067,0.98162,0.97863,0.98738,0.96416,0.17768,0.16546,0.80906,0.000398674,0.000398674,0.000398674
160,8551.02,0.18476,0.17268,0.79112,0.97006,0.97647,0.98335,0.95925,0.18343,0.18288,0.80958,0.000395925,0.000395925,0.000395925
161,8605.65,0.19102,0.17761,0.7947,0.97446,0.98265,0.98409,0.96012,0.17827,0.17073,0.80841,0.000393176,0.000393176,0.000393176
162,8660.27,0.18577,0.17205,0.79503,0.97875,0.97842,0.9873,0.96511,0.17694,0.17217,0.8068,0.000390427,0.000390427,0.000390427
163,8714.82,0.18449,0.16952,0.79521,0.9792,0.97065,0.98026,0.9571,0.17483,0.18394,0.80681,0.000387678,0.000387678,0.000387678
